billingCurrency_id,billingCurrency_shortName,billingMode_description,billingMode_id,bpmResponsible,bpmStatus,bpmStatus_id,bpmStatus_label,businessDescription_description,businessDescription_id,created_at,currency_id,currency_shortName,customer_customer_classification,customer_displayName,customer_id,customer_name,customer_trade_name,displayName,estimatedFinishDate,expedient,finishedDate,fix_rate_value,hourLimit,id,isBillable,limitAlert,milestones,milestonesTotal,monthlyFixRateGroup,monthlyFixRateGroup_hour_limit,monthlyFixRateGroup_id,monthlyFixRateGroup_name,monthlyFixRateGroup_rate,notes,practiceArea_id,practiceArea_name,primary_external_code,riskStatus,secondaryExternalCode,status,statusMarking
1,USD,Monto Fijo por Asunto,3,,,,,Fotocopias legalizadas Dispromed,2494,2024-04-01 21:38:12,1,USD,,599 - 3M COMPANY,2,3M COMPANY,3M COMPANY,000599-RE-000646 - Fotocopias legalizadas Dispromed,,000599-RE-000646,,160,,2783,True,,,0,,,,,,,28,Registros Sanitarios-Regul.,000599-RE-000646,,,4,billed
1,USD,Por Hitos o Etapas,4,,,,,Fotocopias legalizadas Gutierrez & CIA SRL,2502,2024-02-29 21:10:31,1,USD,,599 - 3M COMPANY,2,3M COMPANY,3M COMPANY,000599-RE-000501 - Fotocopias legalizadas Gutierrez & CIA SRL,,000599-RE-000501,,0,,2561,True,,"[{""id"": ""557"", ""name"": ""3M STRERI - GAS CARTRIDGES DI-38037/2019 FOTOCOPIAS LEGALIZADAS NUMERO 10""}, {""id"": ""558"", ""name"": ""3M TEGADERM CHG CHOLRHEXINE GLUCONATE IV SECUREMENT DI-54035/2019 FOTOCOPIAS LEGALIZADAS 6""}, {""id"": ""559"", ""name"": ""3M TEGADERM IV ADVANCED SECUREMENT DRESSING DI-56376/2020 FOTOCOPIAS LEGALIZADAS 10""}, {""id"": ""560"", ""name"": ""3M ATTEST STEAM CHEMICAL INTEGRATORS DI-75306-2020 FOTOCOPIAS LEGALIZADAS 10""}, {""id"": ""561"", ""name"": ""3M ATTEST SUPER RAPID READOUT BIOLOGICAL INDICATOR DI-52874-2019 FOTOCOPIAS LEGALIZADAS 8""}, {""id"": ""562"", ""name"": ""3M DURAPORE SURGICAL TAPE 1538-1 DI-59238/2021 FOTOCOPIAS LEGALIZADAS 10""}]",480,,,,,,,28,Registros Sanitarios-Regul.,000599-RE-000501,,,2,disabled
1,USD,Por Hitos o Etapas,4,,,,,Fotocopias legalizadas Proclinic,2504,2024-02-29 21:32:55,1,USD,,599 - 3M COMPANY,2,3M COMPANY,3M COMPANY,000599-RE-000502 - Fotocopias legalizadas Proclinic,,000599-RE-000502,,0,,2564,True,,"[{""id"": ""563"", ""name"": ""FILTEK Z250 DI-26069/2020 FOTOCOPIAS LEGALIZADAS 50""}, {""id"": ""564"", ""name"": ""FILTEK Z350 XT DI-40432/2020 FOTOCOPIAS LEGALIZADAS 50""}, {""id"": ""565"", ""name"": ""3M FILTEK Z350 XT FLOWABLE RESTORATIVE DI-41877/2021 FOTOCOPIAS LEGALIZADAS 10""}, {""id"": ""566"", ""name"": ""FILTEK SUPREME FLOWABLE RESTORATIVE DI-79107/2021 FOTOCOPIAS LEGALIZADAS 20""}, {""id"": ""567"", ""name"": ""FILTEK UNIVERSAL DI-71656/2019 FOTOCOPIAS LEGALIZADAS 10""}, {""id"": ""568"", ""name"": ""SOF-LEX DI-43014/2022 FOTOCOPIAS LEGALIZADAS 10""}, {""id"": ""569"", ""name"": ""KETAC CEM EASYMIX DI-37513/2019 FOTOCOPIAS LEGALIZADAS 10""}, {""id"": ""570"", ""name"": ""CLINPRO XT VARNISH DI-40767/2020 FOTOCOPIAS LEGALIZADAS 5""}, {""id"": ""571"", ""name"": ""RELY X TEMP NE DI-38641/2019 FOTOCOPIAS LEGALIZADAS 5""}, {""id"": ""572"", ""name"": ""KETAC UNIVERSAL DI-59651/2021 FOTOCOPIAS LEGALIZADAS 10""}, {""id"": ""573"", ""name"": ""SINGLE BOND UNIVERSAL DCA DI-51045/2019 FOTOCOPIAS LEGALIZADAS 20""}, {""id"": ""574"", ""name"": ""CLINPRO WHITE VARNISH DI-51411/2019 FOTOCOPIAS LEGALIZADAS 20""}, {""id"": ""575"", ""name"": ""RELYX ULTIMATE CLICKER DI-53473/2019 FOTOCOPIAS LEGALIZADAS 10""}, {""id"": ""576"", ""name"": ""PROTEMP 4 DI-53472/2019 FOTOCOPIAS LEGALIZADAS 5""}, {""id"": ""577"", ""name"": ""VITREBOND PLUS LINER/BASE IONOMERO DE VIDRIO DI-52771/2019 FOTOCOPIAS LEGALIZADAS 20""}, {""id"": ""578"", ""name"": ""FILTEK ONE BULK FILL POSTERIOR RESTORATIVE DI-69655/2019 FOTOCOPIAS LEGALIZADAS 20""}, {""id"": ""579"", ""name"": ""RELYX VENEER CEMENT DI-54037/2019 FOTOCOPIAS LEGALIZADAS 5""}]",1360,,,,,,,28,Registros Sanitarios-Regul.,000599-RE-000502,,,2,disabled
1,USD,Monto Fijo por Asunto,3,,,,,Fotocopias legalizadas Proclinic,2504,2024-04-01 21:34:45,1,USD,,599 - 3M COMPANY,2,3M COMPANY,3M COMPANY,000599-RE-000645 - Fotocopias legalizadas Proclinic,,000599-RE-000645,,80,,2782,True,,,0,,,,,,,28,Registros Sanitarios-Regul.,000599-RE-000645,,,4,billed
1,USD,Monto Fijo por Asunto,3,,,checked,Verificado,"FOTOCOPIAS LEGALIZADAS PROCLINIC DI-79107/2021 FILTEK SUPREME FLOWABLE, DI-26069/2020 FILTEK Z250",4248,2025-06-11 14:28:56,1,USD,,599 - 3M COMPANY,2,3M COMPANY,3M COMPANY,"000599-RE-001248 - FOTOCOPIAS LEGALIZADAS PROCLINIC DI-79107/2021 FILTEK SUPREME FLOWABLE, DI-26069/2020 FILTEK Z250",,000599-RE-001248,,160,,4440,True,,,0,,,,,,,28,Registros Sanitarios-Regul.,000599-RE-001248,,,4,billed
1,USD,Monto Fijo por Asunto,3,,,,,FOTOCOPIAS LEGALIZADAS SOLUCIONES DE SALUD DEL PRODUCTO 3M COMPLYtm BOWIE-DICK TEST PACK,4088,2025-04-29 09:39:02,1,USD,,599 - 3M COMPANY,2,3M COMPANY,3M COMPANY,000599-RE-001156 - FOTOCOPIAS LEGALIZADAS SOLUCIONES DE SALUD DEL PRODUCTO 3M COMPLYtm BOWIE-DICK TEST PACK,,000599-RE-001156,,80,,4269,True,,,0,,,,,,,28,Registros Sanitarios-Regul.,000599-RE-001156,,,4,billed
1,USD,Monto Fijo por Asunto,3,,,checked,Verificado,"FOTOCOPIAS LEGALIZADAS SOLUCIONES DE SALUD MEDICA Y EQUIPOS DI-90098/2024 3M ATTEST RAPID READOUT BIOLOGICAL INDICADOR, DI-90249/2024 3M COMPLY STEAM CHEMICAL INDICATOR STRIP",4249,2025-06-11 14:31:54,1,USD,,599 - 3M COMPANY,2,3M COMPANY,3M COMPANY,"000599-RE-001249 - FOTOCOPIAS LEGALIZADAS SOLUCIONES DE SALUD MEDICA Y EQUIPOS DI-90098/2024 3M ATTEST RAPID READOUT BIOLOGICAL INDICADOR, DI-90249/2024 3M COMPLY STEAM CHEMICAL INDICATOR STRIP",,000599-RE-001249,,160,,4441,True,,,0,,,,,,,28,Registros Sanitarios-Regul.,000599-RE-001249,,,4,billed
1,USD,Monto Fijo por Asunto,3,,,,,FOTOCOPIAS LEGALIZADAS SOLUCIONES DE SALUD MEDICA Y EQUIPOS DI-90098/2024 3M ATTEST RAPID READOUT BIOLOGICAL INDICATOR,4172,2025-05-29 09:57:56,1,USD,,599 - 3M COMPANY,2,3M COMPANY,3M COMPANY,000599-RE-001192 - FOTOCOPIAS LEGALIZADAS SOLUCIONES DE SALUD MEDICA Y EQUIPOS DI-90098/2024 3M ATTEST RAPID READOUT BIOLOGICAL INDICATOR,,000599-RE-001192,,80,,4357,True,,,0,,,,,,,28,Registros Sanitarios-Regul.,000599-RE-001192,,,4,billed
1,USD,Monto Fijo por Asunto,3,,,,,FOTOCOPIAS LEGALIZADAS SOLUCIONES DE SALUD MEDICA Y EQUIPOS DI-90249/2024 3M COMPLY STEAM CHEMICAL INDICATOR STRIP,4173,2025-05-29 10:01:40,1,USD,,599 - 3M COMPANY,2,3M COMPANY,3M COMPANY,000599-RE-001193 - FOTOCOPIAS LEGALIZADAS SOLUCIONES DE SALUD MEDICA Y EQUIPOS DI-90249/2024 3M COMPLY STEAM CHEMICAL INDICATOR STRIP,,000599-RE-001193,,80,,4358,True,,,0,,,,,,,28,Registros Sanitarios-Regul.,000599-RE-001193,,,4,billed
1,USD,Monto Fijo por Asunto,3,,,,,FOTOCOPIAS LEGALIZADAS SOLUCIONES DE SALUD S.R.L. PRODUCTO 3M UNIVERSAL ELECTROSURGICAL PAD/ PLACA DE PACIENTE UNIVERSAL BILOBULADA,4087,2025-04-29 09:37:09,1,USD,,599 - 3M COMPANY,2,3M COMPANY,3M COMPANY,000599-RE-001155 - FOTOCOPIAS LEGALIZADAS SOLUCIONES DE SALUD S.R.L. PRODUCTO 3M UNIVERSAL ELECTROSURGICAL PAD/ PLACA DE PACIENTE UNIVERSAL BILOBULADA,,000599-RE-001155,,80,,4268,True,,,0,,,,,,,28,Registros Sanitarios-Regul.,000599-RE-001155,,,4,billed
1,USD,Monto Fijo por Asunto,3,,,,,"Fotocopias legalizadas Soluciones de Salud, Medicina y Equipos S.R.L.",2713,2024-04-01 21:41:09,1,USD,,599 - 3M COMPANY,2,3M COMPANY,3M COMPANY,"000599-RE-000647 - Fotocopias legalizadas Soluciones de Salud, Medicina y Equipos S.R.L.",,000599-RE-000647,,640,,2784,True,,,0,,,,,,,28,Registros Sanitarios-Regul.,000599-RE-000647,,,4,billed
1,USD,Monto Fijo por Asunto,3,,,,,"FOTOCOPIAS PROCLINIC-INSUMOS DENTALES 10 PRODUCTOS SINGLE BOND, KETAC CEM RELYX VENEER ELIPAR DEEPCURE VITRIMER CORE VITREBOND PLUS SOF-LEX FILTEK Z250XT 3M FILTEK ONE Y FILTEK P60",4089,2025-04-29 09:45:30,1,USD,,599 - 3M COMPANY,2,3M COMPANY,3M COMPANY,"000599-RE-001157 - FOTOCOPIAS PROCLINIC-INSUMOS DENTALES 10 PRODUCTOS SINGLE BOND, KETAC CEM RELYX VENEER ELIPAR DEEPCURE VITRIMER CORE VITREBOND PLUS SOF-LEX FILTEK Z250XT 3M FILTEK ONE Y FILTEK P60",,000599-RE-001157,,800,,4270,True,,,0,,,,,,,28,Registros Sanitarios-Regul.,000599-RE-001157,,,4,billed
1,USD,Monto Fijo por Asunto,3,,,assigned,Asignado,FOTOCOPIAS Soluciones Salud TM MICROPORE TM SURGICAL TAPE TM TRANSPORE TM SURGICAL TAPE COMPLY ATTEST LEAD FREE STEAM INDICATOR TAPE,4673,2025-10-09 10:02:15,1,USD,,599 - 3M COMPANY,2,3M COMPANY,3M COMPANY,000599-RE-002270 - FOTOCOPIAS Soluciones Salud TM MICROPORE TM SURGICAL TAPE TM TRANSPORE TM SURGICAL TAPE COMPLY ATTEST LEAD FREE STEAM INDICATOR TAPE,2025-10-31 00:00:00,000599-RE-002270,,240,,4880,True,0,,0,,,,,,,28,Registros Sanitarios-Regul.,000599-RE-002270,red,,4,billed
1,USD,Monto Fijo por Asunto,3,,,checked,Verificado,"INCRIPCION MEDICAL 3M™ AVAGARD™, Solution",4863,2025-11-17 13:44:01,1,USD,,599 - 3M COMPANY,2,3M COMPANY,3M COMPANY,"000599-RE-002392 - INCRIPCION MEDICAL 3M™ AVAGARD™, Solution",2025-11-30 00:00:00,000599-RE-002392,,405,,5099,True,0,,0,,,,,,,28,Registros Sanitarios-Regul.,000599-RE-002392,green,,1,active
1,USD,Por Hitos o Etapas,4,,,,,Informe Migratorio,32,2025-03-19 08:48:08,1,USD,,599 - 3M COMPANY,2,3M COMPANY,3M COMPANY,000599-SR-001924 - Informe Migratorio,,000599-SR-001924,,0,,3961,True,,,0,,,,,,,1,Agronegocios,000599-SR-001924,,,2,disabled
1,USD,Monto Fijo por Asunto,3,,,assigned,Asignado,INSCRIPCION AEREA MEDICAL 3M Attest Super Rapid 5 Steam-Plus Challenge Pack,4400,2025-08-14 16:29:02,1,USD,,599 - 3M COMPANY,2,3M COMPANY,3M COMPANY,000599-RE-001287 - INSCRIPCION AEREA MEDICAL 3M Attest Super Rapid 5 Steam-Plus Challenge Pack,2026-01-02 00:00:00,000599-RE-001287,,405,,4604,True,0,,0,,,,,,,28,Registros Sanitarios-Regul.,000599-RE-001287,green,,1,active
1,USD,Monto Fijo por Asunto,3,,,assigned,Asignado,INSCRIPCIÓN AREA DENTAL 3M FILTEK BULK FILL FLOWABLE RESTORATIVE,4380,2025-08-04 16:37:46,1,USD,,599 - 3M COMPANY,2,3M COMPANY,3M COMPANY,000599-RE-001279 - INSCRIPCIÓN AREA DENTAL 3M FILTEK BULK FILL FLOWABLE RESTORATIVE,2025-08-31 00:00:00,000599-RE-001279,,405,,4584,True,0,,0,,,,,,,28,Registros Sanitarios-Regul.,000599-RE-001279,red,,4,billed
1,USD,Monto Fijo por Asunto,3,,,assigned,Asignado,INSCRIPCION AREA DENTAL 3M FILTEK Z350 XT UNIVERSAL RESTORATIVE,4382,2025-08-04 16:42:54,1,USD,,599 - 3M COMPANY,2,3M COMPANY,3M COMPANY,000599-RE-001281 - INSCRIPCION AREA DENTAL 3M FILTEK Z350 XT UNIVERSAL RESTORATIVE,2025-08-31 00:00:00,000599-RE-001281,,405,,4586,True,0,,0,,,,,,,28,Registros Sanitarios-Regul.,000599-RE-001281,red,,4,billed
1,USD,Monto Fijo por Asunto,3,,,assigned,Asignado,INSCRIPCION AREA MEDICAL 3M CAVILON NO STING BARRIER FILM,4381,2025-08-04 16:40:07,1,USD,,599 - 3M COMPANY,2,3M COMPANY,3M COMPANY,000599-RE-001280 - INSCRIPCION AREA MEDICAL 3M CAVILON NO STING BARRIER FILM,2025-08-31 00:00:00,000599-RE-001280,,405,,4585,True,0,,0,,,,,,,28,Registros Sanitarios-Regul.,000599-RE-001280,red,,4,billed
1,USD,Monto Fijo por Asunto,3,,,assigned,Asignado,INSCRIPCION AREA MEDICAL TEGADERM I.V. ADVANCED SECUREMENT DRESSING,4379,2025-08-04 16:36:06,1,USD,,599 - 3M COMPANY,2,3M COMPANY,3M COMPANY,000599-RE-001278 - INSCRIPCION AREA MEDICAL TEGADERM I.V. ADVANCED SECUREMENT DRESSING,2025-08-31 00:00:00,000599-RE-001278,,405,,4583,True,0,,0,,,,,,,28,Registros Sanitarios-Regul.,000599-RE-001278,red,,4,billed
1,USD,Monto Fijo por Asunto,3,,,,,INSCRIPCIÓN DE NSO DI-91324/2024 3M FILTEK ONE BULK FILL RESTORATIVE,3411,2024-10-14 17:14:18,1,USD,,599 - 3M COMPANY,2,3M COMPANY,3M COMPANY,000599-RE-000850 - INSCRIPCIÓN DE NSO DI-91324/2024 3M FILTEK ONE BULK FILL RESTORATIVE,,000599-RE-000850,,405,,3541,True,,,0,,,,,,,28,Registros Sanitarios-Regul.,000599-RE-000850,,,4,billed
1,USD,Monto Fijo por Asunto,3,,,assigned,Asignado,INSCRIPCION DENTAL Clarity ADVANCED,4552,2025-09-09 10:09:29,1,USD,,599 - 3M COMPANY,2,3M COMPANY,3M COMPANY,000599-RE-002216 - INSCRIPCION DENTAL Clarity ADVANCED,2025-12-31 00:00:00,000599-RE-002216,,405,,4760,True,0,,0,,,,,,,28,Registros Sanitarios-Regul.,000599-RE-002216,green,,1,active
1,USD,Monto Fijo por Asunto,3,,,assigned,Asignado,INSCRIPCION DENTAL GEMINI MBT,4442,2025-08-28 09:14:58,1,USD,,599 - 3M COMPANY,2,3M COMPANY,3M COMPANY,000599-RE-001301 - INSCRIPCION DENTAL GEMINI MBT,2025-12-31 00:00:00,000599-RE-001301,,405,,4647,True,0,,0,,,,,,,28,Registros Sanitarios-Regul.,000599-RE-001301,green,,4,billed
1,USD,Monto Fijo por Asunto,3,,,assigned,Asignado,INSCRIPCION DENTAL Miniature Twin,4551,2025-09-09 10:08:11,1,USD,,599 - 3M COMPANY,2,3M COMPANY,3M COMPANY,000599-RE-002215 - INSCRIPCION DENTAL Miniature Twin,2025-12-25 00:00:00,000599-RE-002215,,405,,4759,True,0,,0,,,,,,,28,Registros Sanitarios-Regul.,000599-RE-002215,green,,1,active
1,USD,Monto Fijo por Asunto,3,,,,,Inscripción DI-88643/2024 3Mtm ATTESTtm BIOLOGICAL INDICATORS AND TEST PACKS FOR ETHY LENE OXIDE; 3Mtm ATTESTtm 1294 RAPID READOUT BIOLOGICAL INDICATOR FOR EO,2655,2024-03-18 20:57:14,1,USD,,599 - 3M COMPANY,2,3M COMPANY,3M COMPANY,000599-RE-000609 - Inscripción DI-88643/2024 3Mtm ATTESTtm BIOLOGICAL INDICATORS AND TEST PACKS FOR ETHY LENE OXIDE; 3Mtm ATTESTtm 1294 RAPID READOUT BIOLOGICAL INDICATOR FOR EO,,000599-RE-000609,,405,,2721,True,,,0,,,,,,,28,Registros Sanitarios-Regul.,000599-RE-000609,,,4,billed
1,USD,Monto Fijo por Asunto,3,,,,,INSCRIPCIÓN DI-88719/2024 3Mtm TRANSPOREtm SURGICAL TAPE,2600,2024-04-01 22:18:57,1,USD,,599 - 3M COMPANY,2,3M COMPANY,3M COMPANY,000599-RE-000648 - INSCRIPCIÓN DI-88719/2024 3Mtm TRANSPOREtm SURGICAL TAPE,,000599-RE-000648,,405,,2786,True,,,0,,,,,,,28,Registros Sanitarios-Regul.,000599-RE-000648,,,4,billed
1,USD,Monto Fijo por Asunto,3,,,,,Inscripción DI-88747/2024 3Mtm MICROPOREtm SURGICAL TAPE ,2657,2024-03-18 21:03:39,1,USD,,599 - 3M COMPANY,2,3M COMPANY,3M COMPANY,000599-RE-000611 - Inscripción DI-88747/2024 3Mtm MICROPOREtm SURGICAL TAPE ,,000599-RE-000611,,405,,2723,True,,,0,,,,,,,28,Registros Sanitarios-Regul.,000599-RE-000611,,,4,billed
1,USD,Monto Fijo por Asunto,3,,,,,INSCRIPCIÓN DI-89017/2024 3Mtm TEGADERMtm + PAD,2771,2024-04-15 15:54:13,1,USD,,599 - 3M COMPANY,2,3M COMPANY,3M COMPANY,000599-RE-000701 - INSCRIPCIÓN DI-89017/2024 3Mtm TEGADERMtm + PAD,,000599-RE-000701,,405,,2863,True,,,0,,,,,,,28,Registros Sanitarios-Regul.,000599-RE-000701,,,2,disabled
1,USD,Monto Fijo por Asunto,3,,,,,INSCRIPCIÓN DI-89017/2024 3Mtm TEGADERMtm + PAD,2771,2024-04-11 21:31:41,1,USD,,599 - 3M COMPANY,2,3M COMPANY,3M COMPANY,000599-RE-000681 - INSCRIPCIÓN DI-89017/2024 3Mtm TEGADERMtm + PAD,,000599-RE-000681,,405,,2836,True,,,0,,,,,,,28,Registros Sanitarios-Regul.,000599-RE-000681,,,4,billed
